UserID,total_courses,total_spending,avg_spending,diversity_score,preferred_category,preferred_level,avg_course_rating,user_age,user_gender,Cluster,Segment
U00103,1,0.0,0.0,1,1,0,2.0,30,0,2,Budget Learners
U00104,1,53.86,53.86,1,6,1,2.47,19,1,0,Casual Learners
U00105,1,299.57,299.57,1,3,1,3.74,27,1,3,Premium Specialists
U00106,2,57.32,28.66,2,5,0,3.4400000000000004,19,1,0,Casual Learners
U00107,1,0.0,0.0,1,9,1,3.85,18,0,2,Budget Learners
U00108,2,0.0,0.0,2,4,0,2.965,32,1,0,Casual Learners
U00109,14,869.77,62.12642857142857,10,3,1,3.157857142857143,15,0,1,Explorer Learners
U00110,1,487.92,487.92,1,1,0,3.64,26,0,3,Premium Specialists
U00111,1,0.0,0.0,1,5,1,2.14,24,1,0,Casual Learners
U00112,14,565.8,40.41428571428571,9,3,0,3.165714285714286,34,0,1,Explorer Learners
U00113,1,346.71,346.71,1,10,0,1.23,19,1,3,Premium Specialists
U00114,1,0.0,0.0,1,2,0,2.38,22,0,2,Budget Learners
U00115,1,0.0,0.0,1,7,2,1.73,32,0,2,Budget Learners
U00116,1,0.0,0.0,1,4,0,1.52,31,1,0,Casual Learners
U00117,13,1885.87,145.06692307692308,9,2,1,3.373076923076923,19,0,1,Explorer Learners
U00118,1,0.0,0.0,1,1,0,2.0,28,0,2,Budget Learners
U00119,1,57.32,57.32,1,11,0,4.74,28,1,0,Casual Learners
U00120,2,415.51,207.755,2,0,1,3.215,15,1,3,Premium Specialists
U00121,2,328.77,164.385,2,7,0,2.7,27,0,2,Budget Learners
U00122,2,0.0,0.0,2,5,1,2.895,21,0,2,Budget Learners
U00123,2,356.89,178.445,2,3,0,4.24,18,0,2,Budget Learners
U00124,2,460.49,230.245,2,0,0,2.175,19,0,3,Premium Specialists
U00125,2,326.02,163.01,2,1,0,2.25,35,0,2,Budget Learners
U00126,14,1084.57,77.4692857142857,7,5,1,3.457142857142857,23,0,1,Explorer Learners
U00127,3,903.4300000000001,301.1433333333334,3,0,0,3.846666666666667,34,0,3,Premium Specialists
U00128,13,1813.65,139.51153846153846,8,0,1,3.106923076923077,35,0,1,Explorer Learners
U00129,2,415.51,207.755,2,0,2,3.885,19,1,3,Premium Specialists
U00130,1,248.1,248.1,1,0,1,1.2,17,1,3,Premium Specialists
U00131,1,0.0,0.0,1,1,0,3.15,19,1,0,Casual Learners
U00132,1,0.0,0.0,1,7,1,1.13,22,1,0,Casual Learners
U00133,14,828.33,59.166428571428575,9,8,1,2.830714285714286,21,1,1,Explorer Learners
U00134,14,1438.21,102.72928571428572,8,6,0,3.3528571428571428,26,0,1,Explorer Learners
U00135,1,0.0,0.0,1,3,2,3.02,17,0,2,Budget Learners
U00136,1,0.0,0.0,1,1,0,3.15,25,0,2,Budget Learners
U00137,2,460.29,230.145,2,3,0,3.705,15,0,3,Premium Specialists
U00138,2,0.0,0.0,2,4,0,1.8699999999999999,26,1,0,Casual Learners
U00139,4,248.1,62.025,4,0,0,1.8275000000000001,16,0,2,Budget Learners
U00140,2,53.86,26.93,2,5,1,3.5650000000000004,24,0,2,Budget Learners
U00141,1,0.0,0.0,1,9,1,2.88,20,1,0,Casual Learners
U00142,1,472.28,472.28,1,9,1,4.74,17,0,3,Premium Specialists
U00143,2,177.34,88.67,2,2,0,4.415,26,1,0,Casual Learners
U00144,13,953.67,73.35923076923076,7,6,2,3.173076923076923,24,0,1,Explorer Learners
U00145,1,0.0,0.0,1,2,1,4.94,23,0,2,Budget Learners
U00146,1,0.0,0.0,1,5,1,4.44,30,0,2,Budget Learners
U00147,12,1195.68,99.64,9,3,1,3.0775,30,1,1,Explorer Learners
U00148,1,0.0,0.0,1,3,2,3.02,35,0,2,Budget Learners
U00149,10,906.41,90.64099999999999,8,0,0,3.303,17,0,1,Explorer Learners
U00150,2,0.0,0.0,2,2,0,3.245,25,1,0,Casual Learners
U00151,1,0.0,0.0,1,5,1,4.44,16,0,2,Budget Learners
U00152,12,1368.9199999999998,114.07666666666665,9,2,1,3.296666666666667,19,0,1,Explorer Learners
U00153,2,37.89,18.945,2,9,0,2.575,35,1,0,Casual Learners
U00154,1,248.1,248.1,1,0,1,1.2,29,1,3,Premium Specialists
U00155,2,0.0,0.0,2,6,1,3.71,27,1,0,Casual Learners
U00156,1,0.0,0.0,1,6,0,1.59,17,1,0,Casual Learners
U00157,2,212.39,106.195,2,2,0,2.53,32,0,2,Budget Learners
U00158,1,0.0,0.0,1,9,1,1.28,35,0,2,Budget Learners
U00159,2,53.86,26.93,2,6,1,2.1,16,1,0,Casual Learners
U00160,1,327.99,327.99,1,10,1,1.51,28,0,3,Premium Specialists
U00161,11,605.6,55.054545454545455,7,1,0,2.8972727272727274,25,0,1,Explorer Learners
U00162,1,0.0,0.0,1,6,0,1.59,26,1,0,Casual Learners
U00163,1,0.0,0.0,1,10,2,3.45,32,0,2,Budget Learners
U00164,2,0.0,0.0,1,7,0,3.2700000000000005,32,1,0,Casual Learners
U00165,4,419.82,104.955,4,0,2,2.995,30,1,0,Casual Learners
U00166,15,248.88,16.592,9,7,2,3.1886666666666668,33,1,1,Explorer Learners
U00167,1,0.0,0.0,1,2,1,4.94,31,0,2,Budget Learners
U00168,1,326.02,326.02,1,1,2,2.69,24,0,3,Premium Specialists
U00169,13,567.16,43.62769230769231,11,4,0,2.636923076923077,24,1,1,Explorer Learners
U00170,3,0.0,0.0,3,9,1,2.72,34,0,2,Budget Learners
U00171,2,0.0,0.0,1,10,1,4.0649999999999995,24,1,0,Casual Learners
U00172,1,0.0,0.0,1,7,2,4.73,35,0,2,Budget Learners
U00173,14,1094.82,78.20142857142856,10,0,1,3.1978571428571425,31,1,1,Explorer Learners
U00174,1,212.39,212.39,1,5,0,3.15,29,1,0,Casual Learners
U00175,2,490.9,245.45,2,0,1,2.915,32,0,3,Premium Specialists
U00176,1,0.0,0.0,1,10,1,4.68,34,1,0,Casual Learners
U00177,14,1526.54,109.03857142857143,9,6,1,3.0235714285714286,29,0,1,Explorer Learners
U00178,14,236.72000000000003,16.90857142857143,10,3,1,3.54,20,1,1,Explorer Learners
U00179,2,487.92,243.96,2,1,0,2.685,34,1,3,Premium Specialists
U00180,1,0.0,0.0,1,7,2,4.73,26,0,2,Budget Learners
U00181,1,299.57,299.57,1,3,1,3.74,32,0,3,Premium Specialists
U00182,1,0.0,0.0,1,6,2,4.1,28,0,2,Budget Learners
U00183,1,0.0,0.0,1,7,2,4.73,33,1,0,Casual Learners
U00184,1,0.0,0.0,1,2,0,2.38,28,1,0,Casual Learners
U00185,1,57.32,57.32,1,11,0,4.74,27,1,0,Casual Learners
U00186,2,326.02,163.01,2,1,2,3.0700000000000003,28,0,2,Budget Learners
U00187,1,472.28,472.28,1,9,1,4.74,18,1,3,Premium Specialists
U00188,1,0.0,0.0,1,4,0,1.52,18,1,0,Casual Learners
U00189,1,0.0,0.0,1,6,0,1.59,18,1,0,Casual Learners
U00190,1,487.92,487.92,1,1,0,3.64,25,0,3,Premium Specialists
U00191,12,2258.7,188.225,8,10,1,3.955833333333333,34,1,1,Explorer Learners
U00192,14,680.0699999999999,48.576428571428565,9,11,1,3.440714285714286,17,1,1,Explorer Learners
U00193,1,0.0,0.0,1,8,0,4.79,33,1,0,Casual Learners
U00194,1,0.0,0.0,1,3,2,3.02,35,1,0,Casual Learners
U00195,1,346.71,346.71,1,10,0,1.23,15,1,3,Premium Specialists
U00196,1,394.26,394.26,1,2,2,1.35,23,0,3,Premium Specialists
U00197,1,0.0,0.0,1,3,2,3.6,35,0,2,Budget Learners
U00198,12,1242.3400000000001,103.52833333333335,7,6,1,3.2741666666666664,30,0,1,Explorer Learners
U00199,1,0.0,0.0,1,9,2,2.43,24,0,2,Budget Learners
U00200,4,269.71,67.4275,3,4,0,3.4650000000000003,32,1,0,Casual Learners
U00201,3,691.88,230.62666666666667,3,0,0,2.676666666666667,16,1,3,Premium Specialists
U00202,1,0.0,0.0,1,9,1,3.85,28,0,2,Budget Learners
U00203,2,326.02,163.01,2,1,1,3.005,25,0,2,Budget Learners
U00204,1,0.0,0.0,1,6,0,1.59,28,0,2,Budget Learners
U00205,1,342.61,342.61,1,10,2,4.84,32,1,3,Premium Specialists
U00206,1,89.59,89.59,1,0,2,2.68,19,0,2,Budget Learners
U00207,2,177.34,88.67,2,5,0,2.585,33,1,0,Casual Learners
U00208,15,507.62,33.84133333333333,10,3,1,3.1533333333333338,18,0,1,Explorer Learners
U00209,1,0.0,0.0,1,1,0,3.15,26,1,0,Casual Learners
U00210,2,37.89,18.945,2,7,0,1.5150000000000001,30,1,0,Casual Learners
U00211,1,0.0,0.0,1,10,1,4.68,22,1,0,Casual Learners
U00212,2,0.0,0.0,2,9,1,4.265,30,0,2,Budget Learners
U00213,2,299.57,149.785,2,3,1,4.23,15,1,0,Casual Learners
U00214,1,89.59,89.59,1,0,2,2.68,24,0,2,Budget Learners
U00215,1,326.02,326.02,1,1,2,2.69,28,1,3,Premium Specialists
U00216,16,1405.87,87.866875,10,9,1,3.545625,23,1,1,Explorer Learners
U00217,1,37.89,37.89,1,11,0,1.3,28,1,0,Casual Learners
U00218,1,0.0,0.0,1,8,2,4.72,15,0,2,Budget Learners
U00219,1,0.0,0.0,1,4,1,4.51,23,0,2,Budget Learners
U00220,15,300.34999999999997,20.02333333333333,11,9,1,3.6286666666666667,20,1,1,Explorer Learners
U00221,1,0.0,0.0,1,4,0,4.45,27,1,0,Casual Learners
U00222,1,0.78,0.78,1,7,0,3.89,28,1,0,Casual Learners
U00223,1,0.0,0.0,1,6,2,4.1,35,0,2,Budget Learners
U00224,1,490.9,490.9,1,0,1,4.55,15,0,3,Premium Specialists
U00225,1,0.0,0.0,1,6,2,4.1,18,1,0,Casual Learners
U00226,1,346.71,346.71,1,10,0,1.23,34,0,3,Premium Specialists
U00227,2,0.0,0.0,2,4,1,4.305,23,1,0,Casual Learners
U00228,1,117.68,117.68,1,3,0,2.57,18,1,0,Casual Learners
U00229,2,0.0,0.0,2,3,0,2.73,22,1,0,Casual Learners
U00230,2,119.04,59.52,2,5,1,3.595,17,0,2,Budget Learners
U00231,2,213.17,106.585,2,5,0,3.52,16,1,0,Casual Learners
U00232,1,0.0,0.0,1,2,0,2.38,26,0,2,Budget Learners
U00233,1,119.04,119.04,1,6,2,2.75,32,1,0,Casual Learners
U00234,2,326.02,163.01,2,1,0,3.74,32,1,0,Casual Learners
U00235,3,472.28,157.42666666666665,2,9,1,3.856666666666667,34,1,0,Casual Learners
U00236,1,394.26,394.26,1,2,2,1.35,25,0,3,Premium Specialists
U00237,1,0.0,0.0,1,1,0,3.15,20,1,0,Casual Learners
U00238,15,1872.92,124.86133333333333,10,1,1,3.1626666666666665,24,0,1,Explorer Learners
U00239,1,0.0,0.0,1,5,1,4.44,32,0,2,Budget Learners
U00240,2,0.0,0.0,2,1,0,3.33,34,0,2,Budget Learners
U00241,2,0.0,0.0,2,2,1,4.2700000000000005,23,0,2,Budget Learners
U00242,2,266.93,133.465,2,0,0,3.285,27,1,0,Casual Learners
U00243,1,177.34,177.34,1,5,0,3.89,24,0,2,Budget Learners
U00244,1,276.37,276.37,1,4,0,2.72,28,1,3,Premium Specialists
U00245,1,0.0,0.0,1,6,1,4.14,31,0,2,Budget Learners
U00246,1,472.28,472.28,1,9,1,4.74,31,1,3,Premium Specialists
U00247,1,0.0,0.0,1,8,0,2.01,30,0,2,Budget Learners
U00248,1,0.0,0.0,1,6,0,1.59,17,1,0,Casual Learners
U00249,1,0.0,0.0,1,9,1,2.88,35,0,2,Budget Learners
U00250,1,342.61,342.61,1,10,2,4.84,21,1,3,Premium Specialists
U00251,13,1310.57,100.81307692307692,9,6,1,3.493846153846154,28,0,1,Explorer Learners
U00252,1,0.0,0.0,1,4,0,1.52,29,0,2,Budget Learners
U00253,1,0.0,0.0,1,5,2,4.66,19,1,0,Casual Learners
U00254,1,0.0,0.0,1,2,1,4.94,19,0,2,Budget Learners
U00255,1,394.26,394.26,1,2,2,1.35,26,0,3,Premium Specialists
U00256,1,0.0,0.0,1,4,1,4.51,35,0,2,Budget Learners
U00257,1,0.0,0.0,1,10,2,3.45,29,1,0,Casual Learners
U00258,1,117.68,117.68,1,3,0,2.57,19,1,0,Casual Learners
U00259,1,342.61,342.61,1,10,2,4.84,35,1,3,Premium Specialists
U00260,15,2445.2,163.01333333333332,9,4,0,3.1526666666666667,35,1,1,Explorer Learners
U00261,1,0.0,0.0,1,7,1,1.13,28,0,2,Budget Learners
U00262,1,0.0,0.0,1,2,2,1.91,24,1,0,Casual Learners
U00263,4,0.0,0.0,4,3,2,2.8325,15,1,0,Casual Learners
U00264,3,0.0,0.0,3,2,2,3.4599999999999995,18,0,2,Budget Learners
U00265,14,2087.85,149.13214285714284,9,5,2,3.4299999999999997,15,1,1,Explorer Learners
U00266,1,212.39,212.39,1,5,0,3.15,25,0,2,Budget Learners
U00267,4,906.53,226.6325,3,1,0,3.0325,34,1,3,Premium Specialists
U00268,1,0.0,0.0,1,3,2,3.6,29,0,2,Budget Learners
U00269,1,0.0,0.0,1,2,2,3.93,22,0,2,Budget Learners
U00270,1,0.0,0.0,1,11,0,2.67,23,1,0,Casual Learners
U00271,1,0.0,0.0,1,5,1,4.44,15,1,0,Casual Learners
U00272,13,1229.1999999999998,94.55384615384614,8,5,0,3.2284615384615383,25,1,1,Explorer Learners
U00273,1,0.0,0.0,1,5,1,2.14,25,0,2,Budget Learners
U00274,2,177.34,88.67,2,1,0,3.52,32,0,2,Budget Learners
U00275,1,0.0,0.0,1,8,0,2.98,28,0,2,Budget Learners
U00276,1,299.57,299.57,1,3,1,3.74,22,0,3,Premium Specialists
U00277,1,0.0,0.0,1,8,0,2.01,21,1,0,Casual Learners
U00278,1,0.0,0.0,1,9,1,3.85,27,1,0,Casual Learners
U00279,3,295.02,98.33999999999999,3,3,0,2.6833333333333336,24,1,0,Casual Learners
U00280,1,299.57,299.57,1,3,1,3.74,15,1,3,Premium Specialists
U00281,1,0.0,0.0,1,8,2,4.11,30,0,2,Budget Learners
U00282,14,1034.17,73.86928571428572,9,1,0,2.472142857142857,19,1,1,Explorer Learners
U00283,2,0.0,0.0,2,5,1,2.8600000000000003,28,1,0,Casual Learners
U00284,1,342.61,342.61,1,10,2,4.84,30,1,3,Premium Specialists
U00285,1,57.32,57.32,1,11,0,4.74,29,0,2,Budget Learners
U00286,3,0.0,0.0,2,11,0,3.106666666666667,24,0,2,Budget Learners
U00287,2,0.0,0.0,2,4,0,4.585,21,0,2,Budget Learners
U00288,1,0.0,0.0,1,2,2,3.93,35,1,0,Casual Learners
U00289,1,0.78,0.78,1,7,0,3.89,17,0,2,Budget Learners
U00290,3,57.32,19.106666666666666,3,5,0,4.430000000000001,17,0,2,Budget Learners
U00291,3,276.37,92.12333333333333,3,0,0,3.6966666666666668,16,0,2,Budget Learners
U00292,12,965.62,80.46833333333333,8,2,2,3.1333333333333333,33,1,1,Explorer Learners
U00293,13,1426.48,109.72923076923077,9,7,0,2.94,25,0,1,Explorer Learners
U00294,1,0.0,0.0,1,7,2,4.73,21,0,2,Budget Learners
U00295,1,0.0,0.0,1,7,1,1.13,29,1,0,Casual Learners
U00296,2,177.34,88.67,2,5,0,3.67,31,0,2,Budget Learners
U00297,1,0.0,0.0,1,5,1,2.14,29,1,0,Casual Learners
U00298,14,2020.42,144.31571428571428,7,10,2,3.2892857142857146,32,1,1,Explorer Learners
U00299,1,0.0,0.0,1,1,0,3.15,20,0,2,Budget Learners
U00300,2,487.92,243.96,2,1,0,2.92,26,0,3,Premium Specialists
U00301,14,1201.4299999999998,85.81642857142856,9,9,1,3.0685714285714285,26,1,1,Explorer Learners
U00302,1,37.89,37.89,1,11,0,1.3,34,0,2,Budget Learners
U00303,14,1085.94,77.56714285714285,7,7,0,3.027142857142857,35,1,1,Explorer Learners
U00304,1,327.99,327.99,1,10,1,1.51,35,1,3,Premium Specialists
U00305,1,0.0,0.0,1,2,1,4.94,22,1,0,Casual Learners
U00306,1,0.0,0.0,1,6,1,4.14,28,1,0,Casual Learners
U00307,1,0.0,0.0,1,9,2,2.43,33,0,2,Budget Learners
U00308,4,790.47,197.6175,4,0,1,3.5625,26,1,3,Premium Specialists
U00309,1,342.61,342.61,1,10,2,4.84,27,1,3,Premium Specialists
U00310,11,465.17,42.28818181818182,8,3,0,3.097272727272727,26,0,1,Explorer Learners
U00311,1,0.0,0.0,1,1,0,3.15,18,0,2,Budget Learners
U00312,1,0.0,0.0,1,10,2,3.45,30,0,2,Budget Learners
U00313,1,0.0,0.0,1,5,2,4.66,29,0,2,Budget Learners
U00314,3,0.0,0.0,2,9,1,2.9766666666666666,19,0,2,Budget Learners
U00315,12,972.29,81.02416666666666,9,3,1,3.3516666666666666,31,0,1,Explorer Learners
U00316,2,0.0,0.0,2,3,1,3.87,19,0,2,Budget Learners
U00317,3,57.32,19.106666666666666,3,2,0,3.813333333333333,19,1,0,Casual Learners
U00318,1,326.02,326.02,1,1,2,2.69,20,1,3,Premium Specialists
U00319,1,346.71,346.71,1,10,0,1.23,15,0,3,Premium Specialists
U00320,1,285.05,285.05,1,1,1,1.96,29,1,3,Premium Specialists
U00321,14,1822.94,130.21,8,0,1,2.579285714285714,28,1,1,Explorer Learners
U00322,14,626.3,44.73571428571428,7,11,1,3.067857142857143,23,1,1,Explorer Learners
U00323,15,948.99,63.266,8,1,0,3.3059999999999996,21,0,1,Explorer Learners
U00324,1,0.0,0.0,1,9,1,2.88,16,1,0,Casual Learners
U00325,1,0.0,0.0,1,1,0,3.15,26,1,0,Casual Learners
U00326,1,0.0,0.0,1,11,1,2.2,25,0,2,Budget Learners
U00327,4,177.34,44.335,3,5,2,4.035,31,0,2,Budget Learners
U00328,15,1319.8899999999999,87.99266666666666,8,6,1,3.31,29,0,1,Explorer Learners
U00329,12,1632.4199999999998,136.035,8,3,1,3.035833333333333,20,0,1,Explorer Learners
U00330,14,1268.62,90.61571428571428,8,8,2,2.775714285714286,15,0,1,Explorer Learners
U00331,1,276.37,276.37,1,4,0,2.72,17,1,3,Premium Specialists
U00332,1,0.0,0.0,1,7,0,1.81,25,1,0,Casual Learners
U00333,1,0.0,0.0,1,6,0,1.59,26,0,2,Budget Learners
U00334,13,887.52,68.27076923076923,9,0,1,2.64,24,0,1,Explorer Learners
U00335,1,0.0,0.0,1,2,1,4.94,33,0,2,Budget Learners
U00336,1,0.0,0.0,1,0,1,3.64,19,1,0,Casual Learners
U00337,1,0.0,0.0,1,7,2,1.73,29,0,2,Budget Learners
U00338,14,832.77,59.48357142857143,8,3,1,3.3842857142857143,23,0,1,Explorer Learners
U00339,16,2087.63,130.476875,10,10,0,3.13625,29,1,1,Explorer Learners
U00340,14,1220.42,87.17285714285715,8,1,0,2.9549999999999996,30,1,1,Explorer Learners
U00341,1,0.0,0.0,1,8,0,4.79,24,1,0,Casual Learners
U00342,1,0.0,0.0,1,7,2,4.73,26,0,2,Budget Learners
U00343,1,0.0,0.0,1,7,1,1.13,31,1,0,Casual Learners
U00344,1,0.0,0.0,1,2,2,3.93,17,1,0,Casual Learners
U00345,15,1367.21,91.14733333333334,9,9,1,3.5193333333333334,16,1,1,Explorer Learners
U00346,3,326.02,108.67333333333333,3,1,2,3.3699999999999997,33,0,2,Budget Learners
U00347,2,346.71,173.355,2,8,0,2.67,32,0,2,Budget Learners
U00348,1,299.57,299.57,1,3,1,3.74,30,0,3,Premium Specialists
U00349,1,0.0,0.0,1,7,1,1.13,28,1,0,Casual Learners
U00350,2,89.59,44.795,2,0,1,3.8100000000000005,17,1,0,Casual Learners
U00351,13,777.1,59.776923076923076,8,2,0,2.9269230769230767,18,0,1,Explorer Learners
U00352,15,1009.69,67.31266666666667,10,1,1,3.0853333333333333,28,1,1,Explorer Learners
